Type 	Density(/um)(VLS1:2:3) 	IncludedAngle(deg) 	toOrder 	eV 	Material 	Coating 	CoatThickness(um) 	Depth(um) 	ValleyWidth(um) 	BlazeAngle(deg) 	AntiBlazeAngle(deg) 	  	InsideOrder0 	InsideOrder1 	InsideOrder2 	InsideOrder3
Blazed 	2.6(0:0:0) 	176.5 	0 	885 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.304584 	0.0210441 	0.0134583 	0.0140387
Blazed 	2.6(0:0:0) 	176.5 	0 	890 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.304111 	0.0208767 	0.0133022 	0.013887
Blazed 	2.6(0:0:0) 	176.5 	0 	895 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.303612 	0.0207081 	0.0131463 	0.0137356
Blazed 	2.6(0:0:0) 	176.5 	0 	900 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.303113 	0.0205389 	0.0129909 	0.0135848
Blazed 	2.6(0:0:0) 	176.5 	0 	905 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.302582 	0.0203687 	0.0128357 	0.0134343
Blazed 	2.6(0:0:0) 	176.5 	0 	910 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.302062 	0.0201982 	0.012681 	0.0132845
Blazed 	2.6(0:0:0) 	176.5 	0 	915 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.301504 	0.0200271 	0.0125267 	0.0131352
Blazed 	2.6(0:0:0) 	176.5 	0 	920 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30097 	0.0198559 	0.012373 	0.0129865
Blazed 	2.6(0:0:0) 	176.5 	0 	925 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.30042 	0.0196853 	0.0122204 	0.0128389
Blazed 	2.6(0:0:0) 	176.5 	0 	930 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.299898 	0.0195146 	0.0120682 	0.0126918
Blazed 	2.6(0:0:0) 	176.5 	0 	935 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.299336 	0.0193434 	0.0119164 	0.0125451
Blazed 	2.6(0:0:0) 	176.5 	0 	940 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.298797 	0.019172 	0.0117651 	0.0123989
Blazed 	2.6(0:0:0) 	176.5 	0 	945 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.298217 	0.0189995 	0.0116137 	0.0122526
Blazed 	2.6(0:0:0) 	176.5 	0 	950 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.297642 	0.0188264 	0.0114626 	0.0121065
Blazed 	2.6(0:0:0) 	176.5 	0 	955 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.297038 	0.0186517 	0.0113111 	0.01196
Blazed 	2.6(0:0:0) 	176.5 	0 	960 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.296416 	0.0184758 	0.0111595 	0.0118132
Blazed 	2.6(0:0:0) 	176.5 	0 	965 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.295787 	0.0182993 	0.0110082 	0.0116665
Blazed 	2.6(0:0:0) 	176.5 	0 	970 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.295123 	0.0181222 	0.0108571 	0.0115197
Blazed 	2.6(0:0:0) 	176.5 	0 	975 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.294474 	0.0179448 	0.0107065 	0.011373
Blazed 	2.6(0:0:0) 	176.5 	0 	980 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.293771 	0.0177669 	0.0105563 	0.0112261
Blazed 	2.6(0:0:0) 	176.5 	0 	985 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.293087 	0.0175888 	0.0104065 	0.0110794
Blazed 	2.6(0:0:0) 	176.5 	0 	990 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.292365 	0.0174107 	0.0102576 	0.0109327
Blazed 	2.6(0:0:0) 	176.5 	0 	995 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.291647 	0.0172324 	0.0101092 	0.010786
Blazed 	2.6(0:0:0) 	176.5 	0 	1000 	SiO2.idx 	Pt.idx 	0.1 	na 	na 	4.5 	80 	  	0.290918 	0.0170545 	0.00996182 	0.0106395
