Mono	Sample	Tilt	Azimuth	Detector	X	Y	Z	Axis	Start	Stop	N
3.332	2	NaN	NaN	13.009	NaN	NaN	NaN	n	NaN	NaN	NaN
3.342	2	NaN	NaN	13.025	NaN	NaN	NaN	n	NaN	NaN	NaN
3.352	2	NaN	NaN	13.041	NaN	NaN	NaN	n	NaN	NaN	NaN
3.362	2	NaN	NaN	13.057	NaN	NaN	NaN	n	NaN	NaN	NaN
3.373	2	NaN	NaN	13.074	NaN	NaN	NaN	n	NaN	NaN	NaN
3.383	2	NaN	NaN	13.090	NaN	NaN	NaN	n	NaN	NaN	NaN
3.393	2	NaN	NaN	13.106	NaN	NaN	NaN	n	NaN	NaN	NaN
3.403	2	NaN	NaN	13.122	NaN	NaN	NaN	n	NaN	NaN	NaN
3.413	2	NaN	NaN	13.138	NaN	NaN	NaN	n	NaN	NaN	NaN
3.424	2	NaN	NaN	13.155	NaN	NaN	NaN	n	NaN	NaN	NaN
3.434	2	NaN	NaN	13.171	NaN	NaN	NaN	n	NaN	NaN	NaN
3.444	2	NaN	NaN	13.187	NaN	NaN	NaN	n	NaN	NaN	NaN
3.454	2	NaN	NaN	13.203	NaN	NaN	NaN	n	NaN	NaN	NaN
3.464	2	NaN	NaN	13.218	NaN	NaN	NaN	n	NaN	NaN	NaN
3.475	2	NaN	NaN	13.236	NaN	NaN	NaN	n	NaN	NaN	NaN
3.485	2	NaN	NaN	13.251	NaN	NaN	NaN	n	NaN	NaN	NaN
3.495	2	NaN	NaN	13.267	NaN	NaN	NaN	n	NaN	NaN	NaN
3.505	2	NaN	NaN	13.283	NaN	NaN	NaN	n	NaN	NaN	NaN
3.515	2	NaN	NaN	13.298	NaN	NaN	NaN	n	NaN	NaN	NaN
3.526	2	NaN	NaN	13.315	NaN	NaN	NaN	n	NaN	NaN	NaN
3.536	2	NaN	NaN	13.331	NaN	NaN	NaN	n	NaN	NaN	NaN
3.546	2	NaN	NaN	13.347	NaN	NaN	NaN	n	NaN	NaN	NaN
3.556	2	NaN	NaN	13.362	NaN	NaN	NaN	n	NaN	NaN	NaN
3.566	2	NaN	NaN	13.378	NaN	NaN	NaN	n	NaN	NaN	NaN
3.577	2	NaN	NaN	13.395	NaN	NaN	NaN	n	NaN	NaN	NaN
3.587	2	NaN	NaN	13.410	NaN	NaN	NaN	n	NaN	NaN	NaN
3.597	2	NaN	NaN	13.426	NaN	NaN	NaN	n	NaN	NaN	NaN
3.607	2	NaN	NaN	13.441	NaN	NaN	NaN	n	NaN	NaN	NaN
3.617	2	NaN	NaN	13.456	NaN	NaN	NaN	n	NaN	NaN	NaN
3.628	2	NaN	NaN	13.473	NaN	NaN	NaN	n	NaN	NaN	NaN
3.638	2	NaN	NaN	13.489	NaN	NaN	NaN	n	NaN	NaN	NaN
3.648	2	NaN	NaN	13.504	NaN	NaN	NaN	n	NaN	NaN	NaN
3.658	2	NaN	NaN	13.519	NaN	NaN	NaN	n	NaN	NaN	NaN
3.668	2	NaN	NaN	13.535	NaN	NaN	NaN	n	NaN	NaN	NaN
3.679	2	NaN	NaN	13.552	NaN	NaN	NaN	n	NaN	NaN	NaN
3.689	2	NaN	NaN	13.567	NaN	NaN	NaN	n	NaN	NaN	NaN
3.699	2	NaN	NaN	13.582	NaN	NaN	NaN	n	NaN	NaN	NaN
3.709	2	NaN	NaN	13.597	NaN	NaN	NaN	n	NaN	NaN	NaN
3.719	2	NaN	NaN	13.612	NaN	NaN	NaN	n	NaN	NaN	NaN
3.730	2	NaN	NaN	13.629	NaN	NaN	NaN	n	NaN	NaN	NaN
3.740	2	NaN	NaN	13.644	NaN	NaN	NaN	n	NaN	NaN	NaN
3.750	2	NaN	NaN	13.660	NaN	NaN	NaN	n	NaN	NaN	NaN
3.760	2	NaN	NaN	13.675	NaN	NaN	NaN	n	NaN	NaN	NaN
3.770	2	NaN	NaN	13.690	NaN	NaN	NaN	n	NaN	NaN	NaN
3.781	2	NaN	NaN	13.706	NaN	NaN	NaN	n	NaN	NaN	NaN
3.791	2	NaN	NaN	13.721	NaN	NaN	NaN	n	NaN	NaN	NaN
3.801	2	NaN	NaN	13.736	NaN	NaN	NaN	n	NaN	NaN	NaN
3.811	2	NaN	NaN	13.752	NaN	NaN	NaN	n	NaN	NaN	NaN
3.821	2	NaN	NaN	13.767	NaN	NaN	NaN	n	NaN	NaN	NaN
3.832	2	NaN	NaN	13.783	NaN	NaN	NaN	n	NaN	NaN	NaN
3.842	2	NaN	NaN	13.798	NaN	NaN	NaN	n	NaN	NaN	NaN
3.852	2	NaN	NaN	13.813	NaN	NaN	NaN	n	NaN	NaN	NaN
3.862	2	NaN	NaN	13.828	NaN	NaN	NaN	n	NaN	NaN	NaN
3.872	2	NaN	NaN	13.843	NaN	NaN	NaN	n	NaN	NaN	NaN
3.883	2	NaN	NaN	13.859	NaN	NaN	NaN	n	NaN	NaN	NaN
3.893	2	NaN	NaN	13.874	NaN	NaN	NaN	n	NaN	NaN	NaN
3.903	2	NaN	NaN	13.889	NaN	NaN	NaN	n	NaN	NaN	NaN
3.913	2	NaN	NaN	13.904	NaN	NaN	NaN	n	NaN	NaN	NaN
3.923	2	NaN	NaN	13.919	NaN	NaN	NaN	n	NaN	NaN	NaN
3.934	2	NaN	NaN	13.935	NaN	NaN	NaN	n	NaN	NaN	NaN
3.944	2	NaN	NaN	13.950	NaN	NaN	NaN	n	NaN	NaN	NaN
3.954	2	NaN	NaN	13.964	NaN	NaN	NaN	n	NaN	NaN	NaN
3.964	2	NaN	NaN	13.979	NaN	NaN	NaN	n	NaN	NaN	NaN
3.974	2	NaN	NaN	13.994	NaN	NaN	NaN	n	NaN	NaN	NaN
3.985	2	NaN	NaN	14.010	NaN	NaN	NaN	n	NaN	NaN	NaN
3.995	2	NaN	NaN	14.025	NaN	NaN	NaN	n	NaN	NaN	NaN
4.005	2	NaN	NaN	14.039	NaN	NaN	NaN	n	NaN	NaN	NaN
4.015	2	NaN	NaN	14.054	NaN	NaN	NaN	n	NaN	NaN	NaN
4.025	2	NaN	NaN	14.069	NaN	NaN	NaN	n	NaN	NaN	NaN
4.036	2	NaN	NaN	14.085	NaN	NaN	NaN	n	NaN	NaN	NaN
4.046	2	NaN	NaN	14.099	NaN	NaN	NaN	n	NaN	NaN	NaN
4.056	2	NaN	NaN	14.114	NaN	NaN	NaN	n	NaN	NaN	NaN
4.066	2	NaN	NaN	14.129	NaN	NaN	NaN	n	NaN	NaN	NaN
4.076	2	NaN	NaN	14.143	NaN	NaN	NaN	n	NaN	NaN	NaN
4.087	2	NaN	NaN	14.159	NaN	NaN	NaN	n	NaN	NaN	NaN
4.097	2	NaN	NaN	14.174	NaN	NaN	NaN	n	NaN	NaN	NaN
4.107	2	NaN	NaN	14.188	NaN	NaN	NaN	n	NaN	NaN	NaN
4.117	2	NaN	NaN	14.203	NaN	NaN	NaN	n	NaN	NaN	NaN
4.127	2	NaN	NaN	14.217	NaN	NaN	NaN	n	NaN	NaN	NaN
4.138	2	NaN	NaN	14.233	NaN	NaN	NaN	n	NaN	NaN	NaN
4.148	2	NaN	NaN	14.247	NaN	NaN	NaN	n	NaN	NaN	NaN
4.158	2	NaN	NaN	14.262	NaN	NaN	NaN	n	NaN	NaN	NaN
4.168	2	NaN	NaN	14.276	NaN	NaN	NaN	n	NaN	NaN	NaN
4.178	2	NaN	NaN	14.291	NaN	NaN	NaN	n	NaN	NaN	NaN
4.189	2	NaN	NaN	14.306	NaN	NaN	NaN	n	NaN	NaN	NaN
4.199	2	NaN	NaN	14.321	NaN	NaN	NaN	n	NaN	NaN	NaN
4.209	2	NaN	NaN	14.335	NaN	NaN	NaN	n	NaN	NaN	NaN
4.219	2	NaN	NaN	14.349	NaN	NaN	NaN	n	NaN	NaN	NaN
4.229	2	NaN	NaN	14.364	NaN	NaN	NaN	n	NaN	NaN	NaN
4.240	2	NaN	NaN	14.379	NaN	NaN	NaN	n	NaN	NaN	NaN
4.250	2	NaN	NaN	14.394	NaN	NaN	NaN	n	NaN	NaN	NaN
4.260	2	NaN	NaN	14.408	NaN	NaN	NaN	n	NaN	NaN	NaN
4.270	2	NaN	NaN	14.422	NaN	NaN	NaN	n	NaN	NaN	NaN
4.280	2	NaN	NaN	14.436	NaN	NaN	NaN	n	NaN	NaN	NaN
4.291	2	NaN	NaN	14.452	NaN	NaN	NaN	n	NaN	NaN	NaN
4.301	2	NaN	NaN	14.466	NaN	NaN	NaN	n	NaN	NaN	NaN
4.311	2	NaN	NaN	14.480	NaN	NaN	NaN	n	NaN	NaN	NaN
4.321	2	NaN	NaN	14.495	NaN	NaN	NaN	n	NaN	NaN	NaN
4.331	2	NaN	NaN	14.509	NaN	NaN	NaN	n	NaN	NaN	NaN
4.342	2	NaN	NaN	14.524	NaN	NaN	NaN	n	NaN	NaN	NaN
4.352	2	NaN	NaN	14.538	NaN	NaN	NaN	n	NaN	NaN	NaN
4.362	2	NaN	NaN	14.552	NaN	NaN	NaN	n	NaN	NaN	NaN
4.372	2	NaN	NaN	14.566	NaN	NaN	NaN	n	NaN	NaN	NaN
4.382	2	NaN	NaN	14.581	NaN	NaN	NaN	n	NaN	NaN	NaN
4.393	2	NaN	NaN	14.596	NaN	NaN	NaN	n	NaN	NaN	NaN
4.403	2	NaN	NaN	14.610	NaN	NaN	NaN	n	NaN	NaN	NaN
4.413	2	NaN	NaN	14.624	NaN	NaN	NaN	n	NaN	NaN	NaN
4.423	2	NaN	NaN	14.638	NaN	NaN	NaN	n	NaN	NaN	NaN
4.433	2	NaN	NaN	14.652	NaN	NaN	NaN	n	NaN	NaN	NaN
4.444	2	NaN	NaN	14.667	NaN	NaN	NaN	n	NaN	NaN	NaN
4.454	2	NaN	NaN	14.681	NaN	NaN	NaN	n	NaN	NaN	NaN
4.464	2	NaN	NaN	14.695	NaN	NaN	NaN	n	NaN	NaN	NaN
4.474	2	NaN	NaN	14.709	NaN	NaN	NaN	n	NaN	NaN	NaN
4.484	2	NaN	NaN	14.723	NaN	NaN	NaN	n	NaN	NaN	NaN
4.495	2	NaN	NaN	14.738	NaN	NaN	NaN	n	NaN	NaN	NaN
4.505	2	NaN	NaN	14.752	NaN	NaN	NaN	n	NaN	NaN	NaN
4.515	2	NaN	NaN	14.766	NaN	NaN	NaN	n	NaN	NaN	NaN
4.525	2	NaN	NaN	14.780	NaN	NaN	NaN	n	NaN	NaN	NaN
4.535	2	NaN	NaN	14.794	NaN	NaN	NaN	n	NaN	NaN	NaN
4.546	2	NaN	NaN	14.809	NaN	NaN	NaN	n	NaN	NaN	NaN
4.556	2	NaN	NaN	14.823	NaN	NaN	NaN	n	NaN	NaN	NaN
4.566	2	NaN	NaN	14.836	NaN	NaN	NaN	n	NaN	NaN	NaN
4.576	2	NaN	NaN	14.850	NaN	NaN	NaN	n	NaN	NaN	NaN
4.586	2	NaN	NaN	14.864	NaN	NaN	NaN	n	NaN	NaN	NaN
4.597	2	NaN	NaN	14.879	NaN	NaN	NaN	n	NaN	NaN	NaN
4.607	2	NaN	NaN	14.893	NaN	NaN	NaN	n	NaN	NaN	NaN
4.617	2	NaN	NaN	14.906	NaN	NaN	NaN	n	NaN	NaN	NaN
4.627	2	NaN	NaN	14.920	NaN	NaN	NaN	n	NaN	NaN	NaN
4.637	2	NaN	NaN	14.934	NaN	NaN	NaN	n	NaN	NaN	NaN
4.648	2	NaN	NaN	14.949	NaN	NaN	NaN	n	NaN	NaN	NaN
4.658	2	NaN	NaN	14.962	NaN	NaN	NaN	n	NaN	NaN	NaN
4.668	2	NaN	NaN	14.976	NaN	NaN	NaN	n	NaN	NaN	NaN
4.678	2	NaN	NaN	14.990	NaN	NaN	NaN	n	NaN	NaN	NaN
4.688	2	NaN	NaN	15.003	NaN	NaN	NaN	n	NaN	NaN	NaN
4.699	2	NaN	NaN	15.018	NaN	NaN	NaN	n	NaN	NaN	NaN
4.709	2	NaN	NaN	15.032	NaN	NaN	NaN	n	NaN	NaN	NaN
4.719	2	NaN	NaN	15.045	NaN	NaN	NaN	n	NaN	NaN	NaN
4.729	2	NaN	NaN	15.059	NaN	NaN	NaN	n	NaN	NaN	NaN
4.739	2	NaN	NaN	15.073	NaN	NaN	NaN	n	NaN	NaN	NaN
4.750	2	NaN	NaN	15.087	NaN	NaN	NaN	n	NaN	NaN	NaN
4.760	2	NaN	NaN	15.101	NaN	NaN	NaN	n	NaN	NaN	NaN
4.770	2	NaN	NaN	15.114	NaN	NaN	NaN	n	NaN	NaN	NaN
